origin_code,destination_code,airline_code,flight_number,cabin_class,price,currency,departure_date,days_until_dep,day_of_week,month,week_of_year,is_holiday,is_weekend,seats_available,recorded_at,is_live
RPR,GOI,SG,HIST-000,Economy,7328,INR,2025-10-15,14,2,10,42,False,False,50,2025-10-01 00:00:00,False
NAG,RPR,QP,HIST-000,Economy,8616,INR,2025-09-01,14,0,9,36,False,False,50,2025-08-18 00:00:00,False
CCU,LKO,UK,HIST-000,Economy,5340,INR,2023-12-28,14,3,12,52,False,False,50,2023-12-14 00:00:00,False
IDR,JAI,2T,HIST-000,Economy,13492,INR,2025-12-21,14,6,12,51,False,True,50,2025-12-07 00:00:00,False
PAT,BBI,QP,HIST-000,Economy,6114,INR,2024-06-24,14,0,6,26,False,False,50,2024-06-10 00:00:00,False
RPR,BOM,QP,HIST-000,Economy,16087,INR,2025-06-05,14,3,6,23,False,False,50,2025-05-22 00:00:00,False
HYD,BBI,SG,HIST-000,Economy,7615,INR,2025-02-18,14,1,2,8,False,False,50,2025-02-04 00:00:00,False
GOI,AMD,SG,HIST-000,Economy,11960,INR,2023-08-05,14,5,8,31,False,True,50,2023-07-22 00:00:00,False
MAA,PAT,9I,HIST-000,Economy,11766,INR,2023-12-16,14,5,12,50,False,True,50,2023-12-02 00:00:00,False
DEL,CCU,9I,HIST-000,Economy,5305,INR,2025-05-13,14,1,5,20,False,False,50,2025-04-29 00:00:00,False
DEL,BOM,S5,HIST-000,Economy,10402,INR,2025-04-13,14,6,4,15,False,True,50,2025-03-30 00:00:00,False
LKO,MAA,G8,HIST-000,Economy,6642,INR,2024-04-12,14,4,4,15,False,False,50,2024-03-29 00:00:00,False
GOI,BLR,G8,HIST-000,Economy,16025,INR,2024-10-27,14,6,10,43,False,True,50,2024-10-13 00:00:00,False
GAU,AMD,I5,HIST-000,Economy,13570,INR,2023-10-06,14,4,10,40,False,False,50,2023-09-22 00:00:00,False
VNS,MAA,9I,HIST-000,Economy,8728,INR,2024-11-07,14,3,11,45,False,False,50,2024-10-24 00:00:00,False
BLR,STV,AI,HIST-000,Economy,3004,INR,2024-09-03,14,1,9,36,False,False,50,2024-08-20 00:00:00,False
AMD,LKO,S5,HIST-000,Economy,13478,INR,2023-02-13,14,0,2,7,False,False,50,2023-01-30 00:00:00,False
COK,RPR,I5,HIST-000,Economy,12778,INR,2025-07-24,14,3,7,30,False,False,50,2025-07-10 00:00:00,False
GAU,LKO,UK,HIST-000,Economy,11606,INR,2024-01-01,14,0,1,1,False,False,50,2023-12-18 00:00:00,False
GOI,IDR,QP,HIST-000,Economy,4724,INR,2025-02-15,14,5,2,7,False,True,50,2025-02-01 00:00:00,False
HYD,VNS,UK,HIST-000,Economy,15108,INR,2024-01-15,14,0,1,3,False,False,50,2024-01-01 00:00:00,False
VNS,MAA,AI,HIST-000,Economy,7353,INR,2023-01-12,14,3,1,2,False,False,50,2022-12-29 00:00:00,False
STV,GOI,I5,HIST-000,Economy,11841,INR,2024-03-07,14,3,3,10,False,False,50,2024-02-22 00:00:00,False
GAU,BBI,UK,HIST-000,Economy,10802,INR,2024-01-04,14,3,1,1,False,False,50,2023-12-21 00:00:00,False
NAG,LKO,6E,HIST-000,Economy,2922,INR,2024-07-23,14,1,7,30,False,False,50,2024-07-09 00:00:00,False
VNS,MAA,I5,HIST-000,Economy,7732,INR,2024-11-09,14,5,11,45,False,True,50,2024-10-26 00:00:00,False
LKO,GAU,AI,HIST-000,Economy,12808,INR,2025-11-15,14,5,11,46,False,True,50,2025-11-01 00:00:00,False
LKO,STV,S5,HIST-000,Economy,12839,INR,2025-09-08,14,0,9,37,False,False,50,2025-08-25 00:00:00,False
IDR,BLR,SG,HIST-000,Economy,11877,INR,2023-12-13,14,2,12,50,False,False,50,2023-11-29 00:00:00,False
IDR,HYD,S5,HIST-000,Economy,13076,INR,2025-08-24,14,6,8,34,False,True,50,2025-08-10 00:00:00,False
DEL,MAA,S5,HIST-000,Economy,16553,INR,2024-11-02,14,5,11,44,False,True,50,2024-10-19 00:00:00,False
BOM,PNQ,S5,HIST-000,Economy,9786,INR,2025-12-26,14,4,12,52,False,False,50,2025-12-12 00:00:00,False
STV,COK,2T,HIST-000,Economy,9040,INR,2025-11-02,14,6,11,44,False,True,50,2025-10-19 00:00:00,False
GAU,BBI,UK,HIST-000,Economy,13434,INR,2024-10-04,14,4,10,40,False,False,50,2024-09-20 00:00:00,False
BLR,CCU,G8,HIST-000,Economy,5103,INR,2025-08-27,14,2,8,35,False,False,50,2025-08-13 00:00:00,False
BBI,STV,SG,HIST-000,Economy,12984,INR,2023-08-01,14,1,8,31,False,False,50,2023-07-18 00:00:00,False
LKO,PAT,9I,HIST-000,Economy,15044,INR,2023-01-03,14,1,1,1,False,False,50,2022-12-20 00:00:00,False
BBI,GAU,G8,HIST-000,Economy,11485,INR,2023-09-07,14,3,9,36,False,False,50,2023-08-24 00:00:00,False
BBI,GOI,2T,HIST-000,Economy,6008,INR,2023-05-04,14,3,5,18,False,False,50,2023-04-20 00:00:00,False
GAU,BBI,2T,HIST-000,Economy,2542,INR,2023-09-10,14,6,9,36,False,True,50,2023-08-27 00:00:00,False
GOI,HYD,QP,HIST-000,Economy,5468,INR,2025-10-10,14,4,10,41,False,False,50,2025-09-26 00:00:00,False
COK,IDR,2T,HIST-000,Economy,7416,INR,2025-10-12,14,6,10,41,False,True,50,2025-09-28 00:00:00,False
JAI,BLR,S5,HIST-000,Economy,6416,INR,2025-04-25,14,4,4,17,False,False,50,2025-04-11 00:00:00,False
CCU,COK,UK,HIST-000,Economy,13688,INR,2025-11-21,14,4,11,47,False,False,50,2025-11-07 00:00:00,False
NAG,JAI,2T,HIST-000,Economy,10102,INR,2024-09-02,14,0,9,36,False,False,50,2024-08-19 00:00:00,False
JAI,GOI,QP,HIST-000,Economy,14110,INR,2023-11-12,14,6,11,45,False,True,50,2023-10-29 00:00:00,False
DEL,CCU,2T,HIST-000,Economy,8639,INR,2024-03-09,14,5,3,10,False,True,50,2024-02-24 00:00:00,False
AMD,LKO,UK,HIST-000,Economy,11872,INR,2023-12-20,14,2,12,51,False,False,50,2023-12-06 00:00:00,False
PAT,COK,S5,HIST-000,Economy,5858,INR,2023-09-10,14,6,9,36,False,True,50,2023-08-27 00:00:00,False
NAG,GOI,9I,HIST-000,Economy,11496,INR,2024-11-27,14,2,11,48,False,False,50,2024-11-13 00:00:00,False
AMD,VNS,6E,HIST-000,Economy,8113,INR,2025-09-18,14,3,9,38,False,False,50,2025-09-04 00:00:00,False
BBI,CCU,S5,HIST-000,Economy,7042,INR,2024-01-26,14,4,1,4,False,False,50,2024-01-12 00:00:00,False
MAA,COK,I5,HIST-000,Economy,12111,INR,2024-02-18,14,6,2,7,False,True,50,2024-02-04 00:00:00,False
JAI,IDR,AI,HIST-000,Economy,9702,INR,2025-11-22,14,5,11,47,False,True,50,2025-11-08 00:00:00,False
BLR,MAA,QP,HIST-000,Economy,9472,INR,2023-11-13,14,0,11,46,False,False,50,2023-10-30 00:00:00,False
STV,CCU,UK,HIST-000,Economy,13684,INR,2024-03-13,14,2,3,11,False,False,50,2024-02-28 00:00:00,False
AMD,MAA,6E,HIST-000,Economy,6553,INR,2024-02-11,14,6,2,6,False,True,50,2024-01-28 00:00:00,False
GAU,LKO,AI,HIST-000,Economy,6712,INR,2025-08-09,14,5,8,32,False,True,50,2025-07-26 00:00:00,False
MAA,STV,QP,HIST-000,Economy,10625,INR,2023-06-02,14,4,6,22,False,False,50,2023-05-19 00:00:00,False
BOM,GOI,G8,HIST-000,Economy,11140,INR,2024-06-18,14,1,6,25,False,False,50,2024-06-04 00:00:00,False
COK,NAG,S5,HIST-000,Economy,7257,INR,2025-12-09,14,1,12,50,False,False,50,2025-11-25 00:00:00,False
COK,GAU,2T,HIST-000,Economy,8945,INR,2024-02-12,14,0,2,7,False,False,50,2024-01-29 00:00:00,False
HYD,BBI,S5,HIST-000,Economy,3515,INR,2023-01-11,14,2,1,2,False,False,50,2022-12-28 00:00:00,False
HYD,BLR,SG,HIST-000,Economy,11852,INR,2024-06-03,14,0,6,23,False,False,50,2024-05-20 00:00:00,False
COK,RPR,2T,HIST-000,Economy,12589,INR,2023-12-22,14,4,12,51,False,False,50,2023-12-08 00:00:00,False
LKO,PAT,G8,HIST-000,Economy,4562,INR,2023-04-15,14,5,4,15,False,True,50,2023-04-01 00:00:00,False
PNQ,IDR,2T,HIST-000,Economy,10035,INR,2025-07-05,14,5,7,27,False,True,50,2025-06-21 00:00:00,False
COK,DEL,2T,HIST-000,Economy,12177,INR,2023-10-16,14,0,10,42,False,False,50,2023-10-02 00:00:00,False
AMD,PAT,G8,HIST-000,Economy,6722,INR,2023-09-22,14,4,9,38,False,False,50,2023-09-08 00:00:00,False
BBI,COK,9I,HIST-000,Economy,11925,INR,2024-07-14,14,6,7,28,False,True,50,2024-06-30 00:00:00,False
STV,AMD,AI,HIST-000,Economy,10100,INR,2024-01-27,14,5,1,4,False,True,50,2024-01-13 00:00:00,False
JAI,RPR,9I,HIST-000,Economy,5313,INR,2025-07-22,14,1,7,30,False,False,50,2025-07-08 00:00:00,False
GAU,RPR,QP,HIST-000,Economy,12325,INR,2023-08-19,14,5,8,33,False,True,50,2023-08-05 00:00:00,False
DEL,MAA,2T,HIST-000,Economy,4091,INR,2025-03-16,14,6,3,11,False,True,50,2025-03-02 00:00:00,False
HYD,DEL,QP,HIST-000,Economy,13280,INR,2025-02-24,14,0,2,9,False,False,50,2025-02-10 00:00:00,False
BOM,HYD,AI,HIST-000,Economy,3351,INR,2023-04-08,14,5,4,14,False,True,50,2023-03-25 00:00:00,False
AMD,GAU,G8,HIST-000,Economy,10993,INR,2024-11-14,14,3,11,46,False,False,50,2024-10-31 00:00:00,False
BOM,GAU,9I,HIST-000,Economy,8409,INR,2024-08-08,14,3,8,32,False,False,50,2024-07-25 00:00:00,False
GOI,BBI,SG,HIST-000,Economy,11042,INR,2024-01-03,14,2,1,1,False,False,50,2023-12-20 00:00:00,False
BLR,PAT,I5,HIST-000,Economy,7883,INR,2023-08-07,14,0,8,32,False,False,50,2023-07-24 00:00:00,False
AMD,COK,2T,HIST-000,Economy,5747,INR,2024-05-25,14,5,5,21,False,True,50,2024-05-11 00:00:00,False
NAG,GAU,S5,HIST-000,Economy,11275,INR,2025-08-09,14,5,8,32,False,True,50,2025-07-26 00:00:00,False
VNS,AMD,6E,HIST-000,Economy,11756,INR,2023-11-12,14,6,11,45,False,True,50,2023-10-29 00:00:00,False
RPR,COK,6E,HIST-000,Economy,5561,INR,2025-07-04,14,4,7,27,False,False,50,2025-06-20 00:00:00,False
STV,HYD,AI,HIST-000,Economy,7703,INR,2024-11-10,14,6,11,45,False,True,50,2024-10-27 00:00:00,False
STV,DEL,2T,HIST-000,Economy,6826,INR,2023-05-27,14,5,5,21,False,True,50,2023-05-13 00:00:00,False
PNQ,RPR,6E,HIST-000,Economy,7724,INR,2025-08-21,14,3,8,34,False,False,50,2025-08-07 00:00:00,False
STV,AMD,G8,HIST-000,Economy,9406,INR,2025-05-23,14,4,5,21,False,False,50,2025-05-09 00:00:00,False
COK,VNS,9I,HIST-000,Economy,8273,INR,2025-05-28,14,2,5,22,False,False,50,2025-05-14 00:00:00,False
DEL,JAI,I5,HIST-000,Economy,11996,INR,2024-04-22,14,0,4,17,False,False,50,2024-04-08 00:00:00,False
PNQ,MAA,6E,HIST-000,Economy,6981,INR,2025-05-20,14,1,5,21,False,False,50,2025-05-06 00:00:00,False
BBI,BOM,9I,HIST-000,Economy,8454,INR,2024-05-21,14,1,5,21,False,False,50,2024-05-07 00:00:00,False
BBI,BOM,9I,HIST-000,Economy,12834,INR,2024-08-09,14,4,8,32,False,False,50,2024-07-26 00:00:00,False
BOM,NAG,6E,HIST-000,Economy,11167,INR,2024-08-02,14,4,8,31,False,False,50,2024-07-19 00:00:00,False
COK,STV,S5,HIST-000,Economy,10096,INR,2025-07-25,14,4,7,30,False,False,50,2025-07-11 00:00:00,False
GOI,PAT,UK,HIST-000,Economy,6729,INR,2023-05-06,14,5,5,18,False,True,50,2023-04-22 00:00:00,False
JAI,MAA,6E,HIST-000,Economy,10685,INR,2025-04-02,14,2,4,14,False,False,50,2025-03-19 00:00:00,False
PNQ,BOM,G8,HIST-000,Economy,6000,INR,2025-03-20,14,3,3,12,False,False,50,2025-03-06 00:00:00,False
DEL,AMD,SG,HIST-000,Economy,7920,INR,2025-04-27,14,6,4,17,False,True,50,2025-04-13 00:00:00,False
VNS,NAG,9I,HIST-000,Economy,8915,INR,2025-05-08,14,3,5,19,False,False,50,2025-04-24 00:00:00,False
GAU,JAI,G8,HIST-000,Economy,6678,INR,2025-09-28,14,6,9,39,False,True,50,2025-09-14 00:00:00,False
IDR,BLR,I5,HIST-000,Economy,11623,INR,2023-05-16,14,1,5,20,False,False,50,2023-05-02 00:00:00,False
HYD,AMD,S5,HIST-000,Economy,11855,INR,2023-04-16,14,6,4,15,False,True,50,2023-04-02 00:00:00,False
LKO,NAG,9I,HIST-000,Economy,10717,INR,2025-11-26,14,2,11,48,False,False,50,2025-11-12 00:00:00,False
AMD,LKO,G8,HIST-000,Economy,8853,INR,2024-10-14,14,0,10,42,False,False,50,2024-09-30 00:00:00,False
GOI,BOM,6E,HIST-000,Economy,8721,INR,2023-12-14,14,3,12,50,False,False,50,2023-11-30 00:00:00,False
HYD,VNS,UK,HIST-000,Economy,6515,INR,2025-03-26,14,2,3,13,False,False,50,2025-03-12 00:00:00,False
BOM,STV,G8,HIST-000,Economy,7008,INR,2024-07-06,14,5,7,27,False,True,50,2024-06-22 00:00:00,False
AMD,BOM,SG,HIST-000,Economy,15055,INR,2024-01-18,14,3,1,3,False,False,50,2024-01-04 00:00:00,False
MAA,PAT,AI,HIST-000,Economy,2803,INR,2024-08-20,14,1,8,34,False,False,50,2024-08-06 00:00:00,False
BLR,CCU,SG,HIST-000,Economy,6726,INR,2024-05-02,14,3,5,18,False,False,50,2024-04-18 00:00:00,False
PNQ,BOM,6E,HIST-000,Economy,8850,INR,2024-09-02,14,0,9,36,False,False,50,2024-08-19 00:00:00,False
LKO,BLR,UK,HIST-000,Economy,9704,INR,2024-08-27,14,1,8,35,False,False,50,2024-08-13 00:00:00,False
NAG,GOI,9I,HIST-000,Economy,11233,INR,2025-05-21,14,2,5,21,False,False,50,2025-05-07 00:00:00,False
DEL,BBI,SG,HIST-000,Economy,12458,INR,2025-02-10,14,0,2,7,False,False,50,2025-01-27 00:00:00,False
PAT,PNQ,6E,HIST-000,Economy,10183,INR,2024-05-04,14,5,5,18,False,True,50,2024-04-20 00:00:00,False
CCU,DEL,SG,HIST-000,Economy,4972,INR,2025-07-20,14,6,7,29,False,True,50,2025-07-06 00:00:00,False
BBI,DEL,SG,HIST-000,Economy,8516,INR,2023-12-12,14,1,12,50,False,False,50,2023-11-28 00:00:00,False
RPR,IDR,G8,HIST-000,Economy,12806,INR,2025-02-07,14,4,2,6,False,False,50,2025-01-24 00:00:00,False
LKO,NAG,SG,HIST-000,Economy,13269,INR,2025-02-14,14,4,2,7,False,False,50,2025-01-31 00:00:00,False
BOM,PAT,AI,HIST-000,Economy,9062,INR,2023-12-04,14,0,12,49,False,False,50,2023-11-20 00:00:00,False
BOM,PAT,2T,HIST-000,Economy,13299,INR,2025-01-27,14,0,1,5,False,False,50,2025-01-13 00:00:00,False
VNS,BLR,2T,HIST-000,Economy,12226,INR,2025-10-19,14,6,10,42,False,True,50,2025-10-05 00:00:00,False
BLR,AMD,SG,HIST-000,Economy,10413,INR,2025-08-02,14,5,8,31,False,True,50,2025-07-19 00:00:00,False
PNQ,COK,2T,HIST-000,Economy,13082,INR,2023-02-18,14,5,2,7,False,True,50,2023-02-04 00:00:00,False
NAG,BLR,S5,HIST-000,Economy,7778,INR,2023-02-27,14,0,2,9,False,False,50,2023-02-13 00:00:00,False
MAA,DEL,6E,HIST-000,Economy,8489,INR,2025-09-20,14,5,9,38,False,True,50,2025-09-06 00:00:00,False
MAA,RPR,6E,HIST-000,Economy,4583,INR,2024-06-20,14,3,6,25,False,False,50,2024-06-06 00:00:00,False
AMD,BBI,QP,HIST-000,Economy,7736,INR,2024-09-04,14,2,9,36,False,False,50,2024-08-21 00:00:00,False
DEL,HYD,UK,HIST-000,Economy,6189,INR,2025-11-12,14,2,11,46,False,False,50,2025-10-29 00:00:00,False
DEL,GAU,9I,HIST-000,Economy,11769,INR,2023-12-01,14,4,12,48,False,False,50,2023-11-17 00:00:00,False
GOI,LKO,UK,HIST-000,Economy,12949,INR,2024-04-17,14,2,4,16,False,False,50,2024-04-03 00:00:00,False
PNQ,BOM,QP,HIST-000,Economy,6029,INR,2023-10-02,14,0,10,40,False,False,50,2023-09-18 00:00:00,False
RPR,JAI,AI,HIST-000,Economy,4454,INR,2023-06-28,14,2,6,26,False,False,50,2023-06-14 00:00:00,False
AMD,STV,UK,HIST-000,Economy,15588,INR,2024-02-05,14,0,2,6,False,False,50,2024-01-22 00:00:00,False
BOM,MAA,AI,HIST-000,Economy,12372,INR,2024-05-12,14,6,5,19,False,True,50,2024-04-28 00:00:00,False
AMD,COK,QP,HIST-000,Economy,7034,INR,2023-12-27,14,2,12,52,False,False,50,2023-12-13 00:00:00,False
PNQ,PAT,QP,HIST-000,Economy,11637,INR,2025-05-14,14,2,5,20,False,False,50,2025-04-30 00:00:00,False
GAU,GOI,6E,HIST-000,Economy,8774,INR,2023-11-04,14,5,11,44,False,True,50,2023-10-21 00:00:00,False
COK,DEL,6E,HIST-000,Economy,9390,INR,2023-02-05,14,6,2,5,False,True,50,2023-01-22 00:00:00,False
IDR,BLR,I5,HIST-000,Economy,7273,INR,2025-08-15,14,4,8,33,False,False,50,2025-08-01 00:00:00,False
GAU,PNQ,QP,HIST-000,Economy,13063,INR,2024-12-06,14,4,12,49,False,False,50,2024-11-22 00:00:00,False
RPR,MAA,2T,HIST-000,Economy,15302,INR,2024-01-23,14,1,1,4,False,False,50,2024-01-09 00:00:00,False
PNQ,AMD,2T,HIST-000,Economy,5894,INR,2023-01-13,14,4,1,2,False,False,50,2022-12-30 00:00:00,False
GAU,AMD,6E,HIST-000,Economy,10800,INR,2025-12-05,14,4,12,49,False,False,50,2025-11-21 00:00:00,False
COK,JAI,UK,HIST-000,Economy,9560,INR,2025-11-17,14,0,11,47,False,False,50,2025-11-03 00:00:00,False
MAA,STV,UK,HIST-000,Economy,14015,INR,2025-02-06,14,3,2,6,False,False,50,2025-01-23 00:00:00,False
BOM,PNQ,SG,HIST-000,Economy,12052,INR,2024-11-26,14,1,11,48,False,False,50,2024-11-12 00:00:00,False
STV,NAG,G8,HIST-000,Economy,6980,INR,2024-04-18,14,3,4,16,False,False,50,2024-04-04 00:00:00,False
LKO,STV,G8,HIST-000,Economy,13910,INR,2024-09-19,14,3,9,38,False,False,50,2024-09-05 00:00:00,False
DEL,COK,6E,HIST-000,Economy,2746,INR,2025-06-11,14,2,6,24,False,False,50,2025-05-28 00:00:00,False
RPR,BOM,SG,HIST-000,Economy,6706,INR,2024-07-21,14,6,7,29,False,True,50,2024-07-07 00:00:00,False
DEL,BBI,G8,HIST-000,Economy,11352,INR,2025-11-25,14,1,11,48,False,False,50,2025-11-11 00:00:00,False
HYD,PAT,SG,HIST-000,Economy,13610,INR,2024-09-17,14,1,9,38,False,False,50,2024-09-03 00:00:00,False
CCU,COK,6E,HIST-000,Economy,7270,INR,2023-07-09,14,6,7,27,False,True,50,2023-06-25 00:00:00,False
CCU,COK,9I,HIST-000,Economy,11415,INR,2025-07-26,14,5,7,30,False,True,50,2025-07-12 00:00:00,False
JAI,BLR,6E,HIST-000,Economy,8869,INR,2024-05-10,14,4,5,19,False,False,50,2024-04-26 00:00:00,False
PAT,IDR,9I,HIST-000,Economy,10712,INR,2025-06-09,14,0,6,24,False,False,50,2025-05-26 00:00:00,False
NAG,COK,9I,HIST-000,Economy,4472,INR,2023-10-15,14,6,10,41,False,True,50,2023-10-01 00:00:00,False
AMD,BOM,AI,HIST-000,Economy,7205,INR,2023-06-23,14,4,6,25,False,False,50,2023-06-09 00:00:00,False
BLR,JAI,QP,HIST-000,Economy,15135,INR,2024-04-22,14,0,4,17,False,False,50,2024-04-08 00:00:00,False
GOI,VNS,2T,HIST-000,Economy,13865,INR,2024-11-07,14,3,11,45,False,False,50,2024-10-24 00:00:00,False
NAG,AMD,9I,HIST-000,Economy,9961,INR,2025-02-15,14,5,2,7,False,True,50,2025-02-01 00:00:00,False
PNQ,IDR,9I,HIST-000,Economy,11927,INR,2023-02-03,14,4,2,5,False,False,50,2023-01-20 00:00:00,False
LKO,MAA,2T,HIST-000,Economy,15476,INR,2025-03-03,14,0,3,10,False,False,50,2025-02-17 00:00:00,False
GAU,JAI,UK,HIST-000,Economy,5116,INR,2025-07-26,14,5,7,30,False,True,50,2025-07-12 00:00:00,False
MAA,STV,S5,HIST-000,Economy,9811,INR,2025-02-04,14,1,2,6,False,False,50,2025-01-21 00:00:00,False
BBI,BLR,S5,HIST-000,Economy,12287,INR,2024-09-27,14,4,9,39,False,False,50,2024-09-13 00:00:00,False
IDR,COK,S5,HIST-000,Economy,4262,INR,2023-07-01,14,5,7,26,False,True,50,2023-06-17 00:00:00,False
BLR,DEL,G8,HIST-000,Economy,15296,INR,2023-10-20,14,4,10,42,False,False,50,2023-10-06 00:00:00,False
STV,AMD,SG,HIST-000,Economy,6523,INR,2025-09-16,14,1,9,38,False,False,50,2025-09-02 00:00:00,False
PAT,PNQ,G8,HIST-000,Economy,12973,INR,2025-04-24,14,3,4,17,False,False,50,2025-04-10 00:00:00,False
HYD,BLR,SG,HIST-000,Economy,16147,INR,2024-12-04,14,2,12,49,False,False,50,2024-11-20 00:00:00,False
GAU,BBI,AI,HIST-000,Economy,8507,INR,2024-07-03,14,2,7,27,False,False,50,2024-06-19 00:00:00,False
LKO,BBI,I5,HIST-000,Economy,14117,INR,2023-01-01,14,6,1,52,False,True,50,2022-12-18 00:00:00,False
PNQ,HYD,S5,HIST-000,Economy,10027,INR,2025-04-13,14,6,4,15,False,True,50,2025-03-30 00:00:00,False
PAT,VNS,UK,HIST-000,Economy,9156,INR,2023-10-26,14,3,10,43,False,False,50,2023-10-12 00:00:00,False
LKO,CCU,SG,HIST-000,Economy,2576,INR,2025-12-10,14,2,12,50,False,False,50,2025-11-26 00:00:00,False
NAG,GAU,AI,HIST-000,Economy,11041,INR,2025-04-09,14,2,4,15,False,False,50,2025-03-26 00:00:00,False
RPR,PNQ,9I,HIST-000,Economy,8808,INR,2023-04-14,14,4,4,15,False,False,50,2023-03-31 00:00:00,False
STV,VNS,S5,HIST-000,Economy,6875,INR,2024-09-27,14,4,9,39,False,False,50,2024-09-13 00:00:00,False
NAG,IDR,9I,HIST-000,Economy,12633,INR,2025-05-10,14,5,5,19,False,True,50,2025-04-26 00:00:00,False
HYD,BOM,S5,HIST-000,Economy,11005,INR,2025-04-27,14,6,4,17,False,True,50,2025-04-13 00:00:00,False
DEL,JAI,SG,HIST-000,Economy,6546,INR,2025-03-08,14,5,3,10,False,True,50,2025-02-22 00:00:00,False
HYD,JAI,AI,HIST-000,Economy,12502,INR,2025-05-14,14,2,5,20,False,False,50,2025-04-30 00:00:00,False
MAA,IDR,2T,HIST-000,Economy,8369,INR,2023-02-27,14,0,2,9,False,False,50,2023-02-13 00:00:00,False
COK,GAU,G8,HIST-000,Economy,10437,INR,2023-09-09,14,5,9,36,False,True,50,2023-08-26 00:00:00,False
IDR,STV,2T,HIST-000,Economy,6625,INR,2023-11-20,14,0,11,47,False,False,50,2023-11-06 00:00:00,False
VNS,CCU,G8,HIST-000,Economy,11601,INR,2024-10-05,14,5,10,40,False,True,50,2024-09-21 00:00:00,False
DEL,CCU,UK,HIST-000,Economy,8199,INR,2025-08-26,14,1,8,35,False,False,50,2025-08-12 00:00:00,False
BLR,BBI,6E,HIST-000,Economy,8454,INR,2023-12-02,14,5,12,48,False,True,50,2023-11-18 00:00:00,False
PAT,IDR,SG,HIST-000,Economy,10735,INR,2025-12-07,14,6,12,49,False,True,50,2025-11-23 00:00:00,False
MAA,PNQ,6E,HIST-000,Economy,10962,INR,2024-07-18,14,3,7,29,False,False,50,2024-07-04 00:00:00,False
DEL,IDR,G8,HIST-000,Economy,13520,INR,2023-02-08,14,2,2,6,False,False,50,2023-01-25 00:00:00,False
PNQ,BBI,6E,HIST-000,Economy,13657,INR,2023-09-05,14,1,9,36,False,False,50,2023-08-22 00:00:00,False
PAT,BBI,QP,HIST-000,Economy,12959,INR,2024-06-23,14,6,6,25,False,True,50,2024-06-09 00:00:00,False
MAA,BLR,G8,HIST-000,Economy,11729,INR,2024-06-05,14,2,6,23,False,False,50,2024-05-22 00:00:00,False
VNS,GAU,G8,HIST-000,Economy,13035,INR,2025-12-17,14,2,12,51,False,False,50,2025-12-03 00:00:00,False
GOI,LKO,QP,HIST-000,Economy,11144,INR,2024-06-13,14,3,6,24,False,False,50,2024-05-30 00:00:00,False
PAT,GOI,6E,HIST-000,Economy,9437,INR,2025-05-07,14,2,5,19,False,False,50,2025-04-23 00:00:00,False
BOM,HYD,QP,HIST-000,Economy,4579,INR,2023-01-07,14,5,1,1,False,True,50,2022-12-24 00:00:00,False
AMD,GAU,QP,HIST-000,Economy,6176,INR,2024-08-20,14,1,8,34,False,False,50,2024-08-06 00:00:00,False
COK,STV,SG,HIST-000,Economy,6307,INR,2025-04-20,14,6,4,16,False,True,50,2025-04-06 00:00:00,False
AMD,CCU,QP,HIST-000,Economy,4861,INR,2023-10-17,14,1,10,42,False,False,50,2023-10-03 00:00:00,False
AMD,COK,I5,HIST-000,Economy,11689,INR,2025-08-03,14,6,8,31,False,True,50,2025-07-20 00:00:00,False
VNS,LKO,UK,HIST-000,Economy,12122,INR,2025-07-06,14,6,7,27,False,True,50,2025-06-22 00:00:00,False
PAT,JAI,9I,HIST-000,Economy,10980,INR,2023-07-03,14,0,7,27,False,False,50,2023-06-19 00:00:00,False
HYD,RPR,9I,HIST-000,Economy,12569,INR,2025-12-27,14,5,12,52,False,True,50,2025-12-13 00:00:00,False
JAI,BLR,6E,HIST-000,Economy,6535,INR,2024-04-17,14,2,4,16,False,False,50,2024-04-03 00:00:00,False
BOM,HYD,6E,HIST-000,Economy,10067,INR,2025-05-11,14,6,5,19,False,True,50,2025-04-27 00:00:00,False
RPR,JAI,SG,HIST-000,Economy,11351,INR,2025-03-21,14,4,3,12,False,False,50,2025-03-07 00:00:00,False
PAT,JAI,AI,HIST-000,Economy,11873,INR,2025-12-14,14,6,12,50,False,True,50,2025-11-30 00:00:00,False
HYD,PAT,SG,HIST-000,Economy,8920,INR,2023-07-20,14,3,7,29,False,False,50,2023-07-06 00:00:00,False
DEL,NAG,AI,HIST-000,Economy,5887,INR,2023-10-06,14,4,10,40,False,False,50,2023-09-22 00:00:00,False
PAT,GAU,I5,HIST-000,Economy,5211,INR,2024-02-24,14,5,2,8,False,True,50,2024-02-10 00:00:00,False
BOM,GAU,2T,HIST-000,Economy,3777,INR,2024-11-27,14,2,11,48,False,False,50,2024-11-13 00:00:00,False
BLR,DEL,6E,HIST-000,Economy,4577,INR,2025-06-14,14,5,6,24,False,True,50,2025-05-31 00:00:00,False
BLR,CCU,I5,HIST-000,Economy,5780,INR,2024-09-20,14,4,9,38,False,False,50,2024-09-06 00:00:00,False
VNS,PAT,QP,HIST-000,Economy,7049,INR,2025-11-11,14,1,11,46,False,False,50,2025-10-28 00:00:00,False
IDR,DEL,I5,HIST-000,Economy,7028,INR,2024-06-25,14,1,6,26,False,False,50,2024-06-11 00:00:00,False
AMD,RPR,I5,HIST-000,Economy,7302,INR,2025-06-18,14,2,6,25,False,False,50,2025-06-04 00:00:00,False
